stateEstimation,5420,3.66,-0.04,359.42,1.00,-0.49
stateEstimation,5430,3.78,-0.04,359.43,2.00,3.25
stateEstimation,5440,3.91,-0.04,359.46,3.00,13.81
stateEstimation,5450,4.05,-0.05,359.50,5.00,7.24
stateEstimation,5460,4.19,-0.05,359.55,4.00,1.58
stateEstimation,5470,4.33,-0.05,359.57,1.00,4.45
stateEstimation,5480,4.48,-0.05,359.57,0.00,7.08
stateEstimation,5490,4.62,-0.05,359.57,0.00,5.48
stateEstimation,5500,4.76,-0.05,359.57,0.00,8.47
stateEstimation,5510,4.91,-0.05,359.57,1.00,2.91
stateEstimation,5520,5.06,-0.05,359.59,1.00,1.87
stateEstimation,5530,5.20,-0.05,359.59,0.00,9.31
stateEstimation,5540,5.34,-0.06,359.59,0.00,11.23
stateEstimation,5550,5.48,-0.06,359.60,1.00,5.24
stateEstimation,5560,5.62,-0.06,359.60,0.00,4.06
stateEstimation,5570,5.77,-0.06,359.60,0.00,3.52
stateEstimation,5580,5.92,-0.06,359.60,0.00,6.95
stateEstimation,5590,6.07,-0.06,359.60,0.00,5.56
stateEstimation,5600,6.21,-0.06,359.61,2.00,4.69
stateEstimation,5610,6.36,-0.06,359.63,1.00,3.22
stateEstimation,5620,6.51,-0.06,359.63,1.00,5.94
stateEstimation,5630,6.66,-0.06,359.64,0.00,4.41
stateEstimation,5640,6.80,-0.07,359.64,0.00,3.03
stateEstimation,5650,6.95,-0.07,359.64,0.00,1.94
stateEstimation,5660,7.10,-0.07,359.64,0.00,4.74
stateEstimation,5670,7.25,-0.07,359.64,0.00,3.48
stateEstimation,5680,7.40,-0.07,359.64,0.00,2.70
stateEstimation,5690,7.55,-0.07,359.64,0.00,5.90
stateEstimation,5700,7.70,-0.07,359.64,1.00,4.37
stateEstimation,5710,7.85,-0.07,359.64,0.00,7.40
stateEstimation,5720,8.00,-0.07,359.64,0.00,6.11
stateEstimation,5730,8.15,-0.07,359.64,0.00,4.93
stateEstimation,5740,8.31,-0.07,359.64,0.00,3.81
stateEstimation,5750,8.46,-0.08,359.64,0.00,7.18
stateEstimation,5760,8.62,-0.08,359.65,1.00,5.74
stateEstimation,5770,8.78,-0.08,359.66,1.00,4.44
stateEstimation,5780,8.93,-0.08,359.67,1.00,3.43
stateEstimation,5790,9.09,-0.08,359.68,1.00,2.45
stateEstimation,5800,9.25,-0.08,359.69,0.00,9.56
stateEstimation,5810,9.41,-0.08,359.69,0.00,3.77
stateEstimation,5820,9.56,-0.08,359.69,0.00,2.91
stateEstimation,5830,9.72,-0.08,359.69,0.00,5.89
stateEstimation,5840,9.87,-0.08,359.69,1.00,8.00
stateEstimation,5850,10.03,-0.08,359.70,1.00,2.57
stateEstimation,5860,10.19,-0.09,359.70,0.00,1.99
stateEstimation,5870,10.35,-0.09,359.70,-1.00,9.21
stateEstimation,5880,10.49,-0.09,359.69,0.00,3.47
stateEstimation,5890,10.65,-0.09,359.69,-1.00,2.69
stateEstimation,5900,10.81,-0.09,359.68,-1.00,1.87
stateEstimation,5910,10.95,-0.09,359.68,0.00,5.34
stateEstimation,5920,11.12,-0.09,359.68,1.00,4.13
stateEstimation,5930,11.27,-0.09,359.69,2.00,3.20
stateEstimation,5940,11.43,-0.09,359.71,2.00,6.30
stateEstimation,5950,11.59,-0.09,359.73,2.00,0.85
stateEstimation,5960,11.76,-0.09,359.75,1.00,4.08
stateEstimation,5970,11.92,-0.09,359.76,1.00,7.00
stateEstimation,5980,12.08,-0.10,359.77,1.00,5.42
stateEstimation,5990,12.24,-0.10,359.77,0.00,-0.22
stateEstimation,6000,12.41,-0.10,359.77,0.00,3.68
stateEstimation,6010,12.57,-0.10,359.77,0.00,2.63
stateEstimation,6020,12.74,-0.10,359.77,0.00,5.68
stateEstimation,6030,12.91,-0.10,359.78,1.00,4.80
stateEstimation,6040,13.08,-0.10,359.79,2.00,4.10
stateEstimation,6050,13.25,-0.10,359.80,1.00,7.20
stateEstimation,6060,13.41,-0.10,359.81,1.00,5.75
stateEstimation,6070,13.58,-0.10,359.82,0.00,4.45
stateEstimation,6080,13.75,-0.10,359.82,0.00,3.63
stateEstimation,6090,13.92,-0.10,359.82,0.00,6.64
stateEstimation,6100,14.09,-0.10,359.82,0.00,1.50
stateEstimation,6110,14.26,-0.10,359.83,1.00,5.39
stateEstimation,6120,14.43,-0.10,359.84,1.00,4.35
stateEstimation,6130,14.61,-0.10,359.85,1.00,3.16
stateEstimation,6140,14.78,-0.10,359.86,1.00,2.44
stateEstimation,6150,14.94,-0.10,359.86,0.00,9.72
stateEstimation,6160,15.10,-0.11,359.86,0.00,3.29
stateEstimation,6170,15.27,-0.11,359.86,0.00,2.37
stateEstimation,6180,15.44,-0.11,359.84,-3.00,1.83
stateEstimation,6190,15.58,-0.11,359.82,-2.00,5.72
stateEstimation,6200,15.76,-0.11,359.80,-1.00,4.83
stateEstimation,6210,15.94,-0.11,359.80,0.00,-0.11
stateEstimation,6220,16.12,-0.11,359.81,1.00,3.36
stateEstimation,6230,16.29,-0.11,359.83,2.00,6.22
stateEstimation,6240,16.47,-0.11,359.85,3.00,0.59
stateEstimation,6250,16.64,-0.11,359.88,2.00,4.09
stateEstimation,6260,16.81,-0.11,359.89,0.00,6.80
stateEstimation,6270,16.98,-0.11,359.89,0.00,5.07
stateEstimation,6280,17.15,-0.11,359.89,0.00,4.33
stateEstimation,6290,17.32,-0.11,359.88,-1.00,-0.49
stateEstimation,6300,17.49,-0.11,359.87,0.00,6.69
stateEstimation,6310,17.67,-0.11,359.87,0.00,5.39
stateEstimation,6320,17.84,-0.11,359.87,0.00,0.53
stateEstimation,6330,18.02,-0.11,359.87,0.00,4.24
stateEstimation,6340,18.20,-0.11,359.87,0.00,6.72
stateEstimation,6350,18.38,-0.11,359.88,1.00,5.22
stateEstimation,6360,18.55,-0.11,359.89,0.00,4.63
stateEstimation,6370,18.73,-0.11,359.89,0.00,7.99
stateEstimation,6380,18.91,-0.11,359.89,0.00,5.97
stateEstimation,6390,19.08,-0.11,359.89,0.00,5.02
stateEstimation,6400,19.26,-0.12,359.89,0.00,4.47
stateEstimation,6410,19.44,-0.12,359.89,0.00,3.46
stateEstimation,6420,19.62,-0.12,359.89,0.00,2.68
stateEstimation,6430,19.80,-0.12,359.89,0.00,6.10
stateEstimation,6440,19.98,-0.12,359.89,0.00,4.69
stateEstimation,6450,20.16,-0.12,359.89,0.00,3.23
stateEstimation,6460,20.34,-0.12,359.89,0.00,5.92
stateEstimation,6470,20.51,-0.12,359.89,0.00,4.20
stateEstimation,6480,20.69,-0.12,359.88,-1.00,2.86
stateEstimation,6490,20.87,-0.12,359.87,-1.00,2.21
stateEstimation,6500,21.04,-0.12,359.86,-2.00,-1.92
stateEstimation,6510,21.19,-0.12,359.85,0.00,-1.78
stateEstimation,6520,21.37,-0.12,359.86,2.00,5.88
stateEstimation,6530,21.52,-0.12,359.88,3.00,4.58
stateEstimation,6540,21.70,-0.12,359.92,4.00,7.18
stateEstimation,6550,21.88,-0.12,359.96,4.00,9.38
stateEstimation,6560,22.06,-0.12,359.99,2.00,-0.41
stateEstimation,6570,22.24,-0.12,0.00,1.00,-4.73
stateEstimation,6580,22.42,-0.12,360.00,-2.00,4.01
stateEstimation,6590,22.59,-0.12,359.98,-1.00,-0.74
stateEstimation,6600,22.77,-0.12,359.97,0.00,-0.57
stateEstimation,6610,22.94,-0.12,359.97,0.00,-4.29
stateEstimation,6620,23.12,-0.12,359.96,-1.00,0.51
stateEstimation,6630,23.30,-0.12,359.95,-1.00,0.57
stateEstimation,6640,23.48,-0.12,359.96,1.00,-3.78
stateEstimation,6650,23.65,-0.12,359.97,2.00,4.74
stateEstimation,6660,23.84,-0.12,359.99,2.00,7.71
stateEstimation,6670,24.03,-0.12,0.01,2.00,-1.71
stateEstimation,6680,24.21,-0.12,0.02,0.00,2.52
stateEstimation,6690,24.39,-0.12,0.01,-1.00,2.13
stateEstimation,6700,24.57,-0.12,359.99,-3.00,1.83
stateEstimation,6710,24.74,-0.12,359.96,-2.00,1.21
stateEstimation,6720,24.91,-0.12,359.94,-3.00,0.93
stateEstimation,6730,25.09,-0.12,359.91,-2.00,0.51
stateEstimation,6740,25.24,-0.12,359.90,-1.00,0.01
stateEstimation,6750,25.42,-0.12,359.90,0.00,0.21
stateEstimation,6760,25.59,-0.12,359.90,0.00,0.35
stateEstimation,6770,25.77,-0.12,359.90,0.00,0.27
stateEstimation,6780,25.95,-0.12,359.90,0.00,0.61
stateEstimation,6790,26.13,-0.12,359.90,-1.00,1.06
stateEstimation,6800,26.31,-0.12,359.88,-1.00,0.61
stateEstimation,6810,26.49,-0.12,359.88,0.00,0.47
stateEstimation,6820,26.67,-0.12,359.88,0.00,-3.48
stateEstimation,6830,26.85,-0.13,359.87,0.00,1.13
stateEstimation,6840,27.03,-0.13,359.87,0.00,4.89
stateEstimation,6850,27.20,-0.13,359.87,0.00,0.55
stateEstimation,6860,27.37,-0.13,359.87,-1.00,1.02
stateEstimation,6870,27.55,-0.13,359.86,-1.00,1.18
stateEstimation,6880,27.74,-0.13,359.85,-1.00,1.11
stateEstimation,6890,27.91,-0.13,359.85,0.00,-2.59
stateEstimation,6900,28.09,-0.13,359.85,0.00,2.01
stateEstimation,6910,28.27,-0.13,359.85,0.00,1.56
stateEstimation,6920,28.45,-0.13,359.86,1.00,0.80
stateEstimation,6930,28.62,-0.13,359.86,0.00,0.83
stateEstimation,6940,28.80,-0.13,359.86,0.00,1.23
stateEstimation,6950,28.97,-0.13,359.85,-2.00,4.77
stateEstimation,6960,29.15,-0.13,359.83,-1.00,-0.14
stateEstimation,6970,29.30,-0.13,359.81,-3.00,-4.14
stateEstimation,6980,29.48,-0.13,359.77,-4.00,-3.79
stateEstimation,6990,29.66,-0.13,359.74,-3.00,0.92
stateEstimation,7000,29.83,-0.13,359.73,0.00,-2.34
stateEstimation,7010,29.99,-0.13,359.73,0.00,2.01
stateEstimation,7020,30.17,-0.14,359.73,1.00,-2.48
stateEstimation,7030,30.35,-0.14,359.75,2.00,-2.10
stateEstimation,7040,30.50,-0.14,359.76,0.00,2.32
stateEstimation,7050,30.69,-0.14,359.76,0.00,1.79
stateEstimation,7060,30.87,-0.14,359.76,0.00,1.21
stateEstimation,7070,31.04,-0.14,359.75,-1.00,1.33
stateEstimation,7080,31.22,-0.14,359.74,-2.00,1.62
stateEstimation,7090,31.40,-0.14,359.72,-2.00,1.44
stateEstimation,7100,31.57,-0.14,359.70,-1.00,-2.71
stateEstimation,7110,31.75,-0.14,359.70,0.00,-1.69
stateEstimation,7120,31.92,-0.14,359.70,0.00,-1.52
stateEstimation,7130,32.10,-0.14,359.70,0.00,-1.96
stateEstimation,7140,32.28,-0.15,359.71,0.00,-1.90
stateEstimation,7150,32.45,-0.15,359.71,0.00,2.76
stateEstimation,7160,32.62,-0.15,359.70,0.00,6.34
stateEstimation,7170,32.80,-0.15,359.70,-1.00,-2.56
stateEstimation,7180,32.94,-0.15,359.69,-1.00,-2.09
stateEstimation,7190,33.12,-0.15,359.68,-1.00,2.41
stateEstimation,7200,33.27,-0.15,359.68,-1.00,2.37
stateEstimation,7210,33.46,-0.15,359.67,0.00,-1.40
stateEstimation,7220,33.63,-0.15,359.67,0.00,-0.70
stateEstimation,7230,33.80,-0.15,359.67,0.00,-0.75
stateEstimation,7240,33.97,-0.15,359.67,0.00,-0.58
stateEstimation,7250,34.14,-0.16,359.67,0.00,-0.45
stateEstimation,7260,34.31,-0.16,359.67,0.00,-0.35
stateEstimation,7270,34.48,-0.16,359.67,-1.00,-0.67
stateEstimation,7280,34.65,-0.16,359.67,0.00,-0.89
stateEstimation,7290,34.82,-0.16,359.67,0.00,-0.49
stateEstimation,7300,34.99,-0.16,359.67,0.00,-0.38
stateEstimation,7310,35.16,-0.16,359.66,-1.00,-0.47
stateEstimation,7320,35.33,-0.16,359.65,-1.00,-0.37
stateEstimation,7330,35.50,-0.16,359.64,-2.00,0.10
stateEstimation,7340,35.67,-0.16,359.62,-1.00,3.52
stateEstimation,7350,35.85,-0.17,359.62,0.00,-1.09
stateEstimation,7360,36.02,-0.17,359.62,-1.00,-0.44
stateEstimation,7370,36.20,-0.17,359.60,-2.00,0.24
stateEstimation,7380,36.37,-0.17,359.59,0.00,0.37
stateEstimation,7390,36.54,-0.17,359.59,0.00,-3.56
stateEstimation,7400,36.72,-0.17,359.60,1.00,-3.34
stateEstimation,7410,36.90,-0.17,359.61,1.00,0.86
stateEstimation,7420,37.07,-0.17,359.61,1.00,0.67
stateEstimation,7430,37.24,-0.18,359.62,1.00,-3.33
stateEstimation,7440,37.41,-0.18,359.63,0.00,5.28
stateEstimation,7450,37.58,-0.18,359.63,0.00,0.65
stateEstimation,7460,37.76,-0.18,359.63,1.00,0.90
stateEstimation,7470,37.92,-0.18,359.63,0.00,1.08
stateEstimation,7480,38.09,-0.18,359.63,0.00,0.62
stateEstimation,7490,38.26,-0.18,359.63,0.00,0.08
stateEstimation,7500,38.43,-0.18,359.62,-2.00,0.27
stateEstimation,7510,38.60,-0.18,359.59,-3.00,-3.63
stateEstimation,7520,38.77,-0.19,359.56,-3.00,4.86
stateEstimation,7530,38.94,-0.19,359.53,-2.00,0.13
stateEstimation,7540,39.11,-0.19,359.51,-2.00,-3.75
stateEstimation,7550,39.27,-0.19,359.49,-3.00,-3.08
stateEstimation,7560,39.44,-0.19,359.47,-2.00,1.46
stateEstimation,7570,39.61,-0.19,359.46,0.00,-2.49
stateEstimation,7580,39.77,-0.19,359.46,0.00,-2.11
stateEstimation,7590,39.94,-0.20,359.46,1.00,2.21
stateEstimation,7600,40.11,-0.20,359.47,1.00,-2.52
stateEstimation,7610,40.27,-0.20,359.48,0.00,-2.13
stateEstimation,7620,40.44,-0.20,359.48,0.00,2.38
stateEstimation,7630,40.60,-0.20,359.48,0.00,1.84
stateEstimation,7640,40.76,-0.20,359.48,0.00,1.42
stateEstimation,7650,40.92,-0.20,359.48,0.00,1.10
stateEstimation,7660,41.08,-0.21,359.47,-1.00,1.04
stateEstimation,7670,41.24,-0.21,359.46,-1.00,1.21
stateEstimation,7680,41.40,-0.21,359.45,0.00,9.36
stateEstimation,7690,41.56,-0.21,359.45,2.00,26.37
stateEstimation,7700,41.68,-0.21,359.58,26.00,52.65
stateEstimation,7710,41.77,-0.21,359.95,56.00,81.50
stateEstimation,7720,41.85,-0.21,0.54,80.00,105.00
stateEstimation,7730,41.93,-0.21,1.47,99.00,111.25
stateEstimation,7740,41.96,-0.21,2.57,115.00,100.98
stateEstimation,7750,41.97,-0.21,3.77,121.00,78.14
stateEstimation,7760,41.99,-0.21,5.02,125.00,67.92
stateEstimation,7770,42.02,-0.21,6.27,122.00,60.41
stateEstimation,7780,42.05,-0.20,7.48,120.00,50.76
stateEstimation,7790,42.09,-0.20,8.69,122.00,46.92
stateEstimation,7800,42.13,-0.19,9.97,132.00,52.02
stateEstimation,7810,42.17,-0.18,11.34,140.00,48.29
stateEstimation,7820,42.20,-0.18,12.77,143.00,52.89
stateEstimation,7830,42.22,-0.17,13.92,145.00,58.57
stateEstimation,7840,42.23,-0.17,15.07,142.00,54.95
stateEstimation,7850,42.24,-0.17,16.15,131.00,52.01
stateEstimation,7860,42.25,-0.16,17.42,125.00,40.24
stateEstimation,7870,42.26,-0.16,18.64,120.00,35.16
stateEstimation,7880,42.26,-0.16,19.80,114.00,39.26
stateEstimation,7890,42.24,-0.17,20.92,112.00,38.02
stateEstimation,7900,42.22,-0.18,22.10,122.00,40.71
stateEstimation,7910,42.18,-0.19,23.37,128.00,35.13
stateEstimation,7920,42.15,-0.20,24.67,130.00,31.00
stateEstimation,7930,42.13,-0.22,25.97,130.00,23.98
stateEstimation,7940,42.11,-0.23,27.26,129.00,25.44
stateEstimation,7950,42.09,-0.23,28.56,130.00,19.69
stateEstimation,7960,42.08,-0.24,29.85,129.00,19.46
stateEstimation,7970,42.08,-0.24,30.88,127.00,31.13
stateEstimation,7980,42.08,-0.24,32.14,125.00,24.09
stateEstimation,7990,42.07,-0.24,33.37,123.00,18.64
stateEstimation,8000,42.07,-0.25,34.34,120.00,22.43
stateEstimation,8010,42.07,-0.25,35.53,117.00,17.36
stateEstimation,8020,42.07,-0.25,36.69,117.00,13.43
stateEstimation,8030,42.07,-0.25,37.63,117.00,18.19
stateEstimation,8040,42.07,-0.25,38.80,117.00,14.07
stateEstimation,8050,42.07,-0.25,39.73,116.00,18.71
stateEstimation,8060,42.07,-0.25,40.89,115.00,14.48
stateEstimation,8070,42.07,-0.25,42.03,113.00,11.20
stateEstimation,8080,42.07,-0.25,43.14,110.00,8.67
stateEstimation,8090,42.07,-0.25,44.23,108.00,6.71
stateEstimation,8100,42.07,-0.25,45.31,107.00,5.19
stateEstimation,8110,42.07,-0.25,46.37,106.00,4.02
stateEstimation,8120,42.07,-0.25,47.43,106.00,3.11
stateEstimation,8130,42.07,-0.25,48.48,106.00,2.40
stateEstimation,8140,42.07,-0.25,49.54,106.00,1.86
stateEstimation,8150,42.07,-0.25,50.60,106.00,1.44
stateEstimation,8160,42.07,-0.25,51.65,105.00,1.11
stateEstimation,8170,42.07,-0.25,52.69,104.00,0.86
stateEstimation,8180,42.07,-0.25,53.71,101.00,0.67
stateEstimation,8190,42.07,-0.25,54.70,97.00,0.52
stateEstimation,8200,42.07,-0.25,55.65,93.00,0.40
stateEstimation,8210,42.07,-0.25,56.57,92.00,0.31
stateEstimation,8220,42.07,-0.25,57.48,90.00,0.24
stateEstimation,8230,42.07,-0.25,58.36,86.00,0.19
stateEstimation,8240,42.07,-0.25,59.19,82.00,0.14
stateEstimation,8250,42.07,-0.25,60.00,81.00,0.11
stateEstimation,8260,42.07,-0.25,60.80,79.00,0.09
stateEstimation,8270,42.07,-0.25,61.57,76.00,0.07
stateEstimation,8280,42.07,-0.25,62.31,72.00,0.05
stateEstimation,8290,42.07,-0.25,63.01,70.00,0.04
stateEstimation,8300,42.07,-0.25,63.70,68.00,0.03
stateEstimation,8310,42.07,-0.25,64.38,67.00,0.02
stateEstimation,8320,42.07,-0.25,65.04,66.00,0.02
stateEstimation,8330,42.07,-0.25,65.69,63.00,0.01
stateEstimation,8340,42.07,-0.25,66.30,61.00,0.01
stateEstimation,8350,42.07,-0.25,66.89,58.00,0.01
stateEstimation,8360,42.07,-0.25,67.47,57.00,0.01
stateEstimation,8370,42.07,-0.25,68.03,55.00,0.01
stateEstimation,8380,42.07,-0.25,68.57,52.00,0.00
stateEstimation,8390,42.07,-0.25,69.08,50.00,0.00
stateEstimation,8400,42.07,-0.25,69.57,48.00,0.00
stateEstimation,8410,42.07,-0.25,70.04,46.00,0.00
stateEstimation,8420,42.07,-0.25,70.49,45.00,0.00
stateEstimation,8430,42.07,-0.25,70.93,44.00,0.00
stateEstimation,8440,42.07,-0.25,71.37,44.00,0.00
stateEstimation,8450,42.07,-0.25,71.80,42.00,0.00
stateEstimation,8460,42.07,-0.25,72.21,40.00,0.00
stateEstimation,8470,42.07,-0.25,72.61,40.00,0.00
stateEstimation,8480,42.07,-0.25,73.00,39.00,0.00
stateEstimation,8490,42.07,-0.25,73.38,37.00,0.00
stateEstimation,8500,42.07,-0.25,73.73,34.00,0.00
stateEstimation,8510,42.07,-0.25,74.05,31.00,0.00
stateEstimation,8520,42.07,-0.25,74.36,31.00,0.00
stateEstimation,8530,42.07,-0.25,74.68,32.00,0.00
stateEstimation,8540,42.07,-0.25,74.98,29.00,0.00
stateEstimation,8550,42.07,-0.25,75.26,28.00,0.00
stateEstimation,8560,42.07,-0.25,75.54,27.00,0.00
stateEstimation,8570,42.07,-0.25,75.80,26.00,0.00
stateEstimation,8580,42.07,-0.25,76.06,26.00,0.00
stateEstimation,8590,42.07,-0.25,76.33,26.00,0.00
stateEstimation,8600,42.07,-0.25,76.58,24.00,0.00
stateEstimation,8610,42.07,-0.25,76.79,19.00,0.00
stateEstimation,8620,42.07,-0.25,76.96,15.00,0.00
stateEstimation,8630,42.07,-0.25,77.08,10.00,0.00
stateEstimation,8640,42.07,-0.25,77.16,6.00,0.00
stateEstimation,8650,42.07,-0.25,77.20,2.00,0.00
stateEstimation,8660,42.07,-0.25,77.20,-1.00,0.00
stateEstimation,8670,42.07,-0.24,77.19,-1.00,8.24
stateEstimation,8680,42.08,-0.21,77.19,-2.00,25.50
stateEstimation,8690,42.09,-0.15,77.17,-4.00,38.86
stateEstimation,8700,42.11,-0.08,77.12,-6.00,50.96
stateEstimation,8710,42.13,0.01,77.06,-7.00,50.51
stateEstimation,8720,42.15,0.10,76.98,-7.00,42.53
stateEstimation,8730,42.16,0.16,76.91,-6.00,32.91
stateEstimation,8740,42.17,0.22,76.85,-5.00,29.09
stateEstimation,8750,42.19,0.27,76.81,-3.00,30.15
stateEstimation,8760,42.20,0.33,76.80,1.00,34.81
stateEstimation,8770,42.22,0.40,76.85,7.00,34.59
stateEstimation,8780,42.24,0.49,76.95,11.00,37.85
stateEstimation,8790,42.26,0.59,77.07,12.00,40.56
stateEstimation,8800,42.29,0.71,77.19,12.00,38.84
stateEstimation,8810,42.32,0.84,77.30,11.00,37.71
stateEstimation,8820,42.35,0.98,77.41,11.00,41.05
stateEstimation,8830,42.38,1.11,77.52,10.00,35.78
stateEstimation,8840,42.40,1.22,77.59,9.00,37.19
stateEstimation,8850,42.43,1.35,77.67,7.00,36.61
stateEstimation,8860,42.46,1.49,77.74,6.00,35.97
stateEstimation,8870,42.49,1.62,77.79,4.00,31.64
stateEstimation,8880,42.52,1.74,77.83,3.00,31.94
stateEstimation,8890,42.55,1.88,77.86,3.00,31.98
stateEstimation,8900,42.58,2.02,77.89,3.00,32.00
stateEstimation,8910,42.60,2.15,77.92,3.00,28.18
stateEstimation,8920,42.63,2.29,77.95,3.00,33.10
stateEstimation,8930,42.66,2.43,77.98,3.00,33.07
stateEstimation,8940,42.69,2.57,78.01,4.00,29.04
stateEstimation,8950,42.72,2.70,78.06,5.00,29.93
stateEstimation,8960,42.75,2.83,78.12,6.00,30.81
stateEstimation,8970,42.78,2.96,78.18,7.00,31.51
stateEstimation,8980,42.80,3.09,78.27,9.00,24.35
stateEstimation,8990,42.83,3.23,78.37,10.00,29.94
stateEstimation,9000,42.85,3.34,78.45,11.00,27.99
stateEstimation,9010,42.88,3.48,78.56,11.00,28.91
stateEstimation,9020,42.91,3.61,78.67,9.00,30.01
stateEstimation,9030,42.94,3.74,78.75,7.00,30.66
stateEstimation,9040,42.96,3.88,78.80,5.00,27.36
stateEstimation,9050,42.99,4.01,78.84,3.00,25.00
stateEstimation,9060,43.02,4.15,78.86,2.00,27.19
stateEstimation,9070,43.04,4.29,78.89,3.00,25.25
stateEstimation,9080,43.07,4.43,78.92,3.00,23.17
stateEstimation,9090,43.10,4.57,78.96,4.00,25.78
stateEstimation,9100,43.13,4.71,79.00,4.00,27.41
stateEstimation,9110,43.16,4.86,79.04,4.00,20.42
stateEstimation,9120,43.18,5.00,79.09,6.00,19.62
stateEstimation,9130,43.21,5.15,79.15,6.00,27.05
stateEstimation,9140,43.24,5.30,79.23,8.00,24.93
stateEstimation,9150,43.27,5.45,79.31,8.00,22.92
stateEstimation,9160,43.30,5.59,79.38,7.00,21.55
stateEstimation,9170,43.32,5.74,79.44,5.00,28.36
stateEstimation,9180,43.35,5.90,79.48,4.00,26.15
stateEstimation,9190,43.38,6.04,79.51,3.00,20.42
stateEstimation,9200,43.41,6.20,79.55,3.00,24.04
stateEstimation,9210,43.44,6.35,79.56,1.00,22.81
stateEstimation,9220,43.46,6.50,79.58,2.00,17.06
stateEstimation,9230,43.49,6.65,79.61,3.00,16.64
stateEstimation,9240,43.52,6.80,79.63,2.00,20.34
stateEstimation,9250,43.54,6.95,79.65,3.00,23.59
stateEstimation,9260,43.57,7.10,79.69,4.00,18.63
stateEstimation,9270,43.60,7.22,79.71,3.00,19.19
stateEstimation,9280,43.62,7.38,79.75,4.00,22.32
stateEstimation,9290,43.65,7.53,79.80,4.00,21.12
stateEstimation,9300,43.68,7.68,79.84,4.00,16.52
stateEstimation,9310,43.71,7.84,79.88,4.00,16.41
stateEstimation,9320,43.73,8.00,79.92,4.00,15.74
stateEstimation,9330,43.76,8.15,79.96,5.00,15.62
stateEstimation,9340,43.79,8.31,80.01,5.00,15.53
stateEstimation,9350,43.82,8.47,80.06,5.00,23.51
stateEstimation,9360,43.84,8.62,80.11,5.00,14.35
stateEstimation,9370,43.87,8.77,80.15,4.00,14.33
stateEstimation,9380,43.90,8.93,80.19,4.00,18.76
stateEstimation,9390,43.93,9.10,80.23,4.00,18.93
stateEstimation,9400,43.95,9.25,80.27,4.00,14.83
stateEstimation,9410,43.98,9.40,80.31,4.00,15.29
stateEstimation,9420,44.01,9.57,80.35,3.00,15.24
stateEstimation,9430,44.03,9.73,80.38,3.00,15.43
stateEstimation,9440,44.06,9.89,80.40,2.00,15.78
stateEstimation,9450,44.09,10.05,80.42,2.00,12.39
stateEstimation,9460,44.12,10.21,80.44,2.00,13.01
stateEstimation,9470,44.14,10.37,80.47,3.00,13.91
stateEstimation,9480,44.17,10.51,80.50,3.00,15.35
stateEstimation,9490,44.19,10.68,80.53,3.00,15.70
stateEstimation,9500,44.22,10.85,80.57,3.00,11.95
stateEstimation,9510,44.25,10.99,80.59,2.00,13.55
